40101,1,310,40,19
40101,1,224,36,19
40101,1,160,84,19
40101,1,144,125,1
40101,1,160,199,19
40101,1,316,244,19
40101,1,245,271,15
40101,1,213,244,15
40102,1,112,193,20
40102,1,36,163,20
40102,1,33,100,20
40102,1,70,39,20
40102,1,165,203,3
40102,1,452,248,3
40102,1,317,248,12
40103,1,48,132,16
40103,1,70,59,20
40103,1,166,93,2
40103,1,161,145,2
40103,1,171,203,2
40103,1,450,244,3
40103,1,115,207,3
40103,1,324,254,6
40111,1,379,326,20
40111,1,62,161,3
40111,1,50,135,3
40111,1,79,82,7
40111,1,310,324,20
40112,1,368,371,20
40112,1,331,364,20
40112,1,326,333,3
40112,1,385,336,3
40113,1,334,421,20
40113,1,258,437,20
40113,1,371,379,5
40113,1,334,379,3
40119,1,330,327,1
40121,1,188,386,19
40121,1,219,429,20
40121,1,338,425,20
40121,1,372,389,6
40121,1,312,436,20
40122,1,132,376,19
40122,1,112,320,16
40122,1,144,345,6
40123,1,140,337,19
40123,1,65,412,19
40123,1,65,414,20
40123,1,114,322,4
40123,1,149,404,19
40201,1,71,420,19
40201,1,138,388,19
40201,1,175,358,16
49009,1,40,52,0
49009,1,157,143,0
49009,1,245,261,0
49009,1,329,334,0
49009,1,68,416,0
49009,1,138,346,0
40032,2,112,424,15
40032,2,165,426,20
40032,2,66,414,20
40033,2,198,398,14
40033,2,207,350,14
40034,2,207,309,14
40034,2,216,409,20
40034,2,274,220,20
40034,2,416,238,14
40034,2,238,269,14
40042,2,330,297,20
40042,2,342,367,20
40042,2,265,208,20
40043,2,319,202,20
40043,2,265,176,20
40044,2,252,131,20
40044,2,224,101,20
40044,2,333,168,20
40044,2,375,182,20
40044,2,400,151,20
40052,2,372,168,20
40052,2,213,85,20
40053,2,353,140,20
40053,2,420,241,20
40054,2,440,95,20
40054,2,386,142,20
40062,2,353,95,20
40062,2,212,56,20
40063,2,271,44,14
40064,2,358,47,20
40064,2,310,56,20
40123,2,85,110,15
40123,2,65,110,20
40201,2,80,109,20
40201,2,106,142,20
40201,2,304,404,20
40202,2,130,171,20
40202,2,182,216,20
40203,2,175,213,20
40203,2,119,246,20
40203,2,156,188,6
40209,2,131,145,2
40209,2,177,192,2
40209,2,118,249,2
40209,2,59,246,2
40209,2,60,307,2
40209,2,57,412,2
40211,2,55,244,15
40211,2,60,305,19
40212,2,114,342,16
40212,2,60,339,15
40212,2,64,309,6
40212,2,265,373,15
40213,2,57,401,15
40213,2,137,353,16
40213,2,159,420,20
40213,2,181,350,20
40213,2,73,269,2
40213,2,71,352,4
40213,2,108,410,20
40213,2,271,384,6
40229,2,221,365,1
40239,2,294,179,1
40249,2,215,56,1
40299,2,373,83,1
40080,3,287,210,1
40083,3,32,216,1
40086,3,211,391,1
40089,3,33,51,1
40301,3,107,436,19
40301,3,194,425,19
40301,3,208,399,20
40301,3,374,432,20
40302,3,275,396,19
40302,3,324,421,19
40302,3,230,372,20
40303,3,246,394,1
40311,3,126,436,20
40311,3,220,414,19
40312,3,248,404,19
40312,3,31,202,19
40312,3,227,27,25
40321,3,31,338,15
40321,3,93,338,15
40321,3,138,284,15
40321,3,87,270,15
40321,3,363,267,15
40321,3,212,265,15
40322,3,31,281,15
40322,3,289,284,15
40322,3,447,265,15
40322,3,94,278,20
40322,3,231,257,20
40322,3,155,236,15
40329,3,41,273,1
40331,3,376,180,15
40331,3,312,177,19
40331,3,258,177,15
40331,3,197,180,15
40331,3,98,188,15
40331,3,155,177,15
40331,3,157,236,20
40331,3,384,276,20
40331,3,452,276,6
40331,3,422,211,19
40332,3,102,198,6
40332,3,95,151,26
40339,3,186,159,1
40341,3,23,130,19
40341,3,87,130,19
40341,3,295,113,22
40341,3,228,115,22
40341,3,169,31,22
40341,3,357,68,19
40342,3,416,89,19
40342,3,385,100,19
40342,3,351,101,19
40342,3,306,133,4
40349,3,337,90,1
40393,3,247,48,1
40394,3,262,77,1
40395,3,297,33,1
40396,3,268,38,1
40397,3,52,231,1
40397,3,37,64,16
40398,3,115,68,16
40398,3,46,217,1
40399,3,33,220,1
40411,3,31,51,15
40411,3,101,53,19
40411,3,334,90,19
40501,3,73,115,19
50002,3,32,273,19
40401,4,74,74,14
40401,4,64,6,20
40401,4,70,4,14
40401,4,149,6,20
40401,4,231,14,20
40401,4,181,41,20
40401,4,187,100,6
40402,4,230,181,20
40402,4,165,230,20
40402,4,182,112,14
40402,4,193,169,20
40402,4,161,186,20
40402,4,125,185,20
40402,4,125,195,4
40402,4,17,175,20
40402,4,29,231,14
40402,4,64,104,19
40402,4,41,99,4
40409,4,14,153,1
40409,4,224,95,1
40411,4,110,14,20
40411,4,152,28,16
40411,4,159,58,2
40411,4,223,92,16
40412,4,107,120,19
40412,4,122,100,2
40412,4,77,134,2
40412,4,14,151,16
40498,4,109,121,1
40499,4,108,121,1
40412,5,158,300,19
40501,5,357,351,19
40501,5,295,354,19
40501,5,356,432,5
40502,5,419,259,20
40502,5,360,289,20
40502,5,220,389,22
40502,5,293,281,20
40502,5,299,360,20
40502,5,70,296,20
40502,5,149,316,22
40502,5,361,355,20
40509,5,291,295,1
40511,5,218,271,19
40511,5,212,350,19
40511,5,171,351,14
40511,5,301,290,4
40511,5,429,269,4
40511,5,378,305,4
40512,5,166,272,16
40512,5,50,287,14
40512,5,148,170,20
40521,5,138,146,30
40521,5,181,294,4
40521,5,79,280,4
40522,5,400,126,19
40522,5,51,155,25
40529,5,44,155,1
40531,5,360,32,30
40531,5,42,118,25
40531,5,349,31,30
40532,5,397,124,20
40532,5,310,145,20
40532,5,396,59,20
40532,5,43,118,19
40532,5,142,119,19
40539,5,373,140,1
40541,5,110,91,30
40542,5,59,119,30
40548,5,165,91,1
40549,5,61,120,1
40597,5,366,32,1
40598,5,333,72,1
40598,5,336,42,1
40598,5,406,40,1
40598,5,438,68,1
40598,5,412,62,1
40598,5,347,40,30
40599,5,337,42,1
30006,6,117,119,1
30006,6,120,118,1
30006,6,113,121,1
30006,6,132,118,1
30006,6,134,119,1
30006,6,136,120,1
30006,6,138,122,1
30006,6,140,122,1
30006,6,142,124,1
30006,6,143,125,1
30006,6,145,127,1
30006,6,146,128,1
30006,6,108,126,1
30006,6,107,128,1
30006,6,107,131,1
30006,6,109,145,1
30006,6,111,147,1
30006,6,112,148,1
30006,6,116,156,1
30006,6,118,157,1
30006,6,119,159,1
30006,6,120,161,1
30006,6,122,162,1
30006,6,139,157,1
30006,6,141,155,1
30006,6,143,151,1
30006,6,145,148,1
30006,6,147,144,1
49003,6,110,121,1
49003,6,118,116,1
49003,6,105,124,1
40030,7,220,367,1
40030,7,55,309,1
40031,7,141,77,25
40031,7,231,195,19
40031,7,57,299,20
40031,7,104,310,20
40031,7,56,343,20
40031,7,217,365,45
40701,7,39,54,20
40701,7,163,77,20
40701,7,230,77,16
40701,7,36,99,20
40701,7,79,99,20
40701,7,46,140,20
40701,7,134,97,16
40709,7,138,77,4
40709,7,47,89,4
40711,7,134,75,70
40711,7,142,122,19
40711,7,225,122,19
40711,7,138,178,19
40711,7,214,175,19
40711,7,285,177,19
40711,7,361,195,19
40711,7,211,234,19
40711,7,282,233,19
40711,7,363,236,22
40711,7,230,289,19
40711,7,331,287,26
40711,7,228,170,160
40721,7,36,53,4
40721,7,134,78,20
40721,7,77,90,4
40721,7,47,141,2
40721,7,140,118,25
40721,7,280,152,20
40721,7,334,195,35
40721,7,229,233,25
40729,7,230,222,1
40741,7,56,299,20
40741,7,88,299,20
40741,7,117,309,20
40741,7,230,195,16
40751,7,223,352,19
40751,7,278,353,19
40751,7,334,354,19
40751,7,407,354,19
40751,7,211,407,20
40751,7,235,406,19
40751,7,306,405,19
40751,7,383,404,26
40761,7,222,354,19
40761,7,334,353,25
40761,7,215,406,19
40761,7,305,403,25
49010,7,44,93,0
49010,7,52,310,0
49010,7,224,364,0
49010,7,334,369,0
49010,7,142,123,0
49010,7,248,177,0
49010,7,361,241,0
